"Date","Sport","Game Completed","Exclude From Ranking","Home Team","Home Score","Visitor Team","Visitor Score"
"2026-03-31","Boys Lacrosse","Yes","No","PENNSBURY","18","HOLY GHOST PREP","2"
"2026-03-31","Boys Lacrosse","Yes","No","RADNOR","11","Shawnee HS (NJ)","8"
"2026-03-31","Boys Lacrosse","Yes","No","CONESTOGA","4","DOWNINGTOWN WEST ","16"
"2026-03-31","Boys Lacrosse","Yes","No","PERKIOMEN VALLEY ","13","PENNRIDGE","8"
"2026-03-31","Boys Lacrosse","Yes","No","Fieldston HS ","1","SPRING-FORD","12"
"2026-03-31","Boys Lacrosse","Yes","No","AVON GROVE","6","WC RUSTIN","11"
"2026-03-31","Boys Lacrosse","Yes","No","PENNCREST","11","Devon Prep","3"
"2026-03-31","Boys Lacrosse","Yes","No","CB EAST ","8","WISSAHICKON","7"
"2026-03-31","Boys Lacrosse","Yes","No","Saint Joseph's Preparatory School","9","GARNET VALLEY","6"
"2026-03-30","Boys Lacrosse","Yes","No","SUN VALLEY ","9","OXFORD","1"
"2026-03-30","Boys Lacrosse","Yes","No","CB SOUTH","7","PLYMOUTH WHITEMARSH","2"
"2026-03-30","Boys Lacrosse","Yes","No","COUNCIL ROCK NORTH ","12","Father Judge High School","5"
"2026-03-30","Boys Lacrosse","Yes","No","Aspen HS (CO)","12","HARRITON","5"
"2026-03-30","Boys Lacrosse","Yes","No","DOWNINGTOWN EAST ","6","WC HENDERSON","5"
"2026-03-30","Boys Lacrosse","Yes","No","BISHOP SHANAHAN","16","UNIONVILLE","5"
"2026-03-30","Boys Lacrosse","Yes","No","NESHAMINY","16","UPPER MERION","7"
"2026-03-30","Boys Lacrosse","Yes","No","KENNETT","10","GREAT VALLEY","8"
"2026-03-30","Boys Lacrosse","Yes","No","COATESVILLE","8","WC EAST ","10"
"2026-03-30","Boys Lacrosse","Yes","No","Daniel Boone High School","6","PHOENIXVILLE","7"
"2026-03-30","Boys Lacrosse","Yes","No","SPRINGFIELD (DELCO)","11","Northport HS (NY)","10"
"2026-03-30","Boys Lacrosse","Yes","No","UPPER MORELAND","12","Conwell-Egan Catholic HS","5"
"2026-03-30","Boys Lacrosse","Yes","No","SOUDERTON","4","RIDLEY","15"
"2026-03-30","Boys Lacrosse","Yes","No","NORTH PENN","3","OWEN J. ROBERTS","16"
"2026-03-28","Boys Lacrosse","Yes","No","COATESVILLE","5","ABINGTON ","7"
"2026-03-28","Boys Lacrosse","Yes","No","POTTSGROVE","2","KENNETT","12"
"2026-03-28","Boys Lacrosse","Yes","No","METHACTON","6","UNIONVILLE","15"
"2026-03-28","Boys Lacrosse","Yes","No","PHOENIXVILLE","0","GREAT VALLEY","12"
"2026-03-28","Boys Lacrosse","Yes","No","Summit HS (NJ)","11","RADNOR","4"
"2026-03-28","Boys Lacrosse","Yes","No","SPRING-FORD","4","DOWNINGTOWN WEST ","8"
"2026-03-28","Boys Lacrosse","Yes","No","PENNRIDGE","15","PLYMOUTH WHITEMARSH","10"
"2026-03-28","Boys Lacrosse","Yes","No","OWEN J. ROBERTS","5","CB WEST ","12"
"2026-03-28","Boys Lacrosse","Yes","No","WC RUSTIN","6","Urbana HS (MD)","10"
"2026-03-28","Boys Lacrosse","Yes","No","Archmere Academy (DE)","6","PENNCREST","7"
"2026-03-28","Boys Lacrosse","Yes","No","CONESTOGA","11","Allentown Central Catholic High School","5"
"2026-03-28","Boys Lacrosse","Yes","No","Washington TWP HS (NJ)","12","PENNSBURY","9"
"2026-03-28","Boys Lacrosse","Yes","No","RIDLEY","12","DOWNINGTOWN EAST ","4"
"2026-03-28","Boys Lacrosse","Yes","No","CB EAST ","5","UPPER DUBLIN","7"
"2026-03-27","Boys Lacrosse","Yes","No","DELCO CHRISTIAN","10","UPPER MERION","14"
"2026-03-27","Boys Lacrosse","Yes","No","SOUDERTON","9","BOYERTOWN","10"
"2026-03-27","Boys Lacrosse","Yes","No","PERKIOMEN VALLEY ","12","COUNCIL ROCK SOUTH ","7"
"2026-03-27","Boys Lacrosse","Yes","No","NORTH PENN","8","HATBORO-HORSHAM","10"
"2026-03-26","Boys Lacrosse","Yes","No","OXFORD","0","KENNETT","13"
"2026-03-26","Boys Lacrosse","Yes","No","COUNCIL ROCK NORTH ","5","SOUDERTON","7"
"2026-03-26","Boys Lacrosse","Yes","No","LOWER MERION ","4","HARRITON","5"
"2026-03-26","Boys Lacrosse","Yes","No","NEW HOPE SOLEBURY","6","ABINGTON ","7"
"2026-03-26","Boys Lacrosse","Yes","No","PENNCREST","14","UPPER DARBY","1"
"2026-03-26","Boys Lacrosse","Yes","No","SPRINGFIELD TWP.(M)","2","UPPER DUBLIN","14"
"2026-03-26","Boys Lacrosse","Yes","No","Conrad Weiser High School","12","POTTSGROVE","6"
"2026-03-26","Boys Lacrosse","Yes","No","WC HENDERSON","5","WC RUSTIN","9"
"2026-03-26","Boys Lacrosse","Yes","No","UNIONVILLE","10","DOWNINGTOWN EAST ","9"
"2026-03-26","Boys Lacrosse","Yes","No","QUAKERTOWN","6","UPPER MORELAND","7"
"2026-03-26","Boys Lacrosse","Yes","No","NESHAMINY","10","PENNRIDGE","18"
"2026-03-26","Boys Lacrosse","Yes","No","GREAT VALLEY","1","DOWNINGTOWN WEST ","16"
"2026-03-26","Boys Lacrosse","Yes","No","WC EAST ","8","AVON GROVE","9"
"2026-03-26","Boys Lacrosse","Yes","No","COATESVILLE","13","SUN VALLEY ","12"
"2026-03-26","Boys Lacrosse","Yes","No","RADNOR","15","STRATH HAVEN ","7"
"2026-03-26","Boys Lacrosse","Yes","No","RIDLEY","10","SPRINGFIELD (DELCO)","13"
"2026-03-26","Boys Lacrosse","Yes","No","PLYMOUTH WHITEMARSH","5","WISSAHICKON","6"
"2026-03-26","Boys Lacrosse","Yes","No","HAVERFORD","7","CONESTOGA","8"
"2026-03-26","Boys Lacrosse","Yes","No","MARPLE NEWTOWN","12","GARNET VALLEY","11"
"2026-03-26","Boys Lacrosse","Yes","No","NORTH PENN","11","CB EAST ","12"
"2026-03-26","Boys Lacrosse","Yes","No","OWEN J. ROBERTS","9","Wilson High School (D3)","14"
"2026-03-25","Boys Lacrosse","Yes","No","METHACTON","9","CB SOUTH","8"
"2026-03-25","Boys Lacrosse","Yes","No","SPRINGFIELD TWP.(M)","9","Conwell-Egan Catholic HS","8"
"2026-03-25","Boys Lacrosse","Yes","No","PHOENIXVILLE","2","HATBORO-HORSHAM","10"
"2026-03-25","Boys Lacrosse","Yes","No","Father Judge High School","6","HOLY GHOST PREP","7"
"2026-03-25","Boys Lacrosse","Yes","No","Archbishop Wood High School","4","POPE JOHN PAUL II","13"
"2026-03-25","Boys Lacrosse","Yes","No","SPRING-FORD","11","CB WEST ","8"
"2026-03-25","Boys Lacrosse","Yes","No","COUNCIL ROCK SOUTH ","6","PENNSBURY","5"
"2026-03-25","Boys Lacrosse","Yes","No","DELCO CHRISTIAN","12","Msgr Bonner & Abp Prendergast HS","1"
"2026-03-24","Boys Lacrosse","Yes","No","DOWNINGTOWN WEST ","14","OXFORD","0"
"2026-03-24","Boys Lacrosse","Yes","No","COUNCIL ROCK NORTH ","7","Lansdale Catholic High School","4"
"2026-03-24","Boys Lacrosse","Yes","No","HARRITON","5","RADNOR","18"
"2026-03-24","Boys Lacrosse","Yes","No","UPPER DARBY","0","SPRINGFIELD (DELCO)","19"
"2026-03-24","Boys Lacrosse","Yes","No","WC EAST ","4","WC HENDERSON","5"
"2026-03-24","Boys Lacrosse","Yes","No","UNIONVILLE","6","WC RUSTIN","14"
"2026-03-24","Boys Lacrosse","Yes","No","Archbishop Carroll High School","12","QUAKERTOWN","11"
"2026-03-24","Boys Lacrosse","Yes","No","BISHOP SHANAHAN","10","GREAT VALLEY","2"
"2026-03-24","Boys Lacrosse","Yes","No","LOWER MERION ","1","MARPLE NEWTOWN","14"
"2026-03-24","Boys Lacrosse","Yes","No","AVON GROVE","14","COATESVILLE","6"
"2026-03-24","Boys Lacrosse","Yes","No","CONESTOGA","12","STRATH HAVEN ","5"
"2026-03-24","Boys Lacrosse","Yes","No","NEW HOPE SOLEBURY","4","Cardinal O'Hara High School","13"
"2026-03-24","Boys Lacrosse","Yes","No","Archbishop Ryan High School","3","UPPER MORELAND","6"
"2026-03-24","Boys Lacrosse","Yes","No","HAVERFORD","10","PENNCREST","6"
"2026-03-24","Boys Lacrosse","Yes","No","UPPER DUBLIN","4","William Penn Charter School ","12"
"2026-03-24","Boys Lacrosse","Yes","No","GARNET VALLEY","7","RIDLEY","8"
"2026-03-24","Boys Lacrosse","Yes","No","PERKIOMEN VALLEY ","9","Devon Prep","2"
"2026-03-23","Boys Lacrosse","Yes","No","CHELTENHAM","1","NEW HOPE SOLEBURY","16"
"2026-03-23","Boys Lacrosse","Yes","No","CB EAST ","6","CB SOUTH","7"
"2026-03-23","Boys Lacrosse","Yes","No","ABINGTON ","7","PLYMOUTH WHITEMARSH","10"
"2026-03-23","Boys Lacrosse","Yes","No","UPPER MORELAND","10","SPRINGFIELD TWP.(M)","5"
"2026-03-23","Boys Lacrosse","Yes","No","QUAKERTOWN","2","WISSAHICKON","15"
"2026-03-23","Boys Lacrosse","Yes","No","PENNSBURY","11","NESHAMINY","4"
"2026-03-23","Boys Lacrosse","Yes","No","Conwell-Egan Catholic HS","12","UPPER MERION","14"
"2026-03-23","Boys Lacrosse","Yes","No","SUN VALLEY ","7","KENNETT","11"
"2026-03-23","Boys Lacrosse","Yes","No","PHOENIXVILLE","6","DELCO CHRISTIAN","10"
"2026-03-23","Boys Lacrosse","Yes","No","HOLY GHOST PREP","19","Msgr Bonner & Abp Prendergast HS","0"
"2026-03-23","Boys Lacrosse","Yes","No","PENNRIDGE","16","NORTH PENN","8"
"2026-03-23","Boys Lacrosse","Yes","No","Berks Catholic High School","4","POPE JOHN PAUL II","11"
"2026-03-23","Boys Lacrosse","Yes","No","CB WEST ","10","BOYERTOWN","7"
"2026-03-23","Boys Lacrosse","Yes","No","SOUDERTON","7","COUNCIL ROCK SOUTH ","4"
"2026-03-21","Boys Lacrosse","Yes","No","NEW HOPE SOLEBURY","5","HARRITON","8"
"2026-03-21","Boys Lacrosse","Yes","No","Msgr Bonner & Abp Prendergast HS","0","SPRINGFIELD TWP.(M)","15"
"2026-03-21","Boys Lacrosse","Yes","No","STRATH HAVEN ","3","WC HENDERSON","10"
"2026-03-21","Boys Lacrosse","Yes","No","UNIONVILLE","10","Wilson High School (D3)","11"
"2026-03-21","Boys Lacrosse","Yes","No","Devon Prep","9","GREAT VALLEY","6"
"2026-03-21","Boys Lacrosse","Yes","No","MARPLE NEWTOWN","10","KENNETT","5"
"2026-03-21","Boys Lacrosse","Yes","No","PHOENIXVILLE","1","WC EAST ","17"
"2026-03-21","Boys Lacrosse","Yes","No","Cardinal O'Hara High School","18","SUN VALLEY ","3"
"2026-03-21","Boys Lacrosse","Yes","No","SPRINGFIELD (DELCO)","13","Broadneck (MD)","4"
"2026-03-21","Boys Lacrosse","Yes","No","PENNRIDGE","7","UPPER DUBLIN","9"
"2026-03-21","Boys Lacrosse","Yes","No","RIDLEY","19","CB WEST ","9"
"2026-03-21","Boys Lacrosse","Yes","No","BOYERTOWN","5","PENNCREST","11"
"2026-03-21","Boys Lacrosse","Yes","No","SPRING-FORD","6","Manheim Township High School","9"
"2026-03-21","Boys Lacrosse","Yes","No","WC RUSTIN","18","HAVERFORD","11"
"2026-03-21","Boys Lacrosse","Yes","No","Hempfield High School","9","AVON GROVE","10"
"2026-03-21","Boys Lacrosse","Yes","No","PENNSBURY","6","PERKIOMEN VALLEY ","7"
"2026-03-21","Boys Lacrosse","Yes","No","CB EAST ","15","Emmaus High School","5"
"2026-03-20","Boys Lacrosse","Yes","No","OXFORD","2","INTERBORO","0"
"2026-03-20","Boys Lacrosse","Yes","No","ABINGTON ","7","COUNCIL ROCK SOUTH ","12"
"2026-03-20","Boys Lacrosse","Yes","No","SPRINGFIELD TWP.(M)","7","Archbishop Ryan High School","9"
"2026-03-20","Boys Lacrosse","Yes","No","POTTSGROVE","6","NEW HOPE SOLEBURY","8"
"2026-03-20","Boys Lacrosse","Yes","No","COATESVILLE","5","POPE JOHN PAUL II","9"
"2026-03-20","Boys Lacrosse","Yes","No","Castle View HS (CO)","11","HATBORO-HORSHAM","5"
"2026-03-20","Boys Lacrosse","Yes","No","OWEN J. ROBERTS","8","DOWNINGTOWN EAST ","12"
"2026-03-20","Boys Lacrosse","Yes","No","DELCO CHRISTIAN","6","Archbishop Carroll High School","13"
"2026-03-19","Boys Lacrosse","Yes","No","CB SOUTH","3","CONESTOGA","6"
"2026-03-19","Boys Lacrosse","Yes","No","COUNCIL ROCK NORTH ","11","PLYMOUTH WHITEMARSH","5"
"2026-03-19","Boys Lacrosse","Yes","No","HARRITON","4","Cardinal O'Hara High School","12"
"2026-03-19","Boys Lacrosse","Yes","No","UPPER DARBY","0","SUN VALLEY ","17"
"2026-03-19","Boys Lacrosse","Yes","No","POTTSGROVE","5","UPPER MORELAND","4"
"2026-03-19","Boys Lacrosse","Yes","No","WISSAHICKON","6","METHACTON","5"
"2026-03-19","Boys Lacrosse","Yes","No","PENNCREST","1","WC HENDERSON","8"
"2026-03-19","Boys Lacrosse","Yes","No","CB EAST ","15","UNIONVILLE","7"
"2026-03-19","Boys Lacrosse","Yes","No","NESHAMINY","5","Father Judge High School","14"
"2026-03-19","Boys Lacrosse","Yes","No","UPPER MERION","7","LOWER MERION ","15"
"2026-03-19","Boys Lacrosse","Yes","No","HAVERFORD","6","KENNETT","4"
"2026-03-19","Boys Lacrosse","Yes","No","PENNSBURY","10","COATESVILLE","7"
"2026-03-19","Boys Lacrosse","Yes","No","Jack Barrack Hebrew Academy","1","HOLY GHOST PREP","9"
"2026-03-19","Boys Lacrosse","Yes","No","RADNOR","12","Choate Rosemary Hall (CT)","10"
"2026-03-19","Boys Lacrosse","Yes","No","COUNCIL ROCK SOUTH ","12","BOYERTOWN","5"
"2026-03-19","Boys Lacrosse","Yes","No","SPRING-FORD","6","SOUDERTON","4"
"2026-03-19","Boys Lacrosse","Yes","No","WC RUSTIN","10","Twin Valley High School","7"
"2026-03-19","Boys Lacrosse","Yes","No","AVON GROVE","16","NORTH PENN","2"
"2026-03-19","Boys Lacrosse","Yes","No","Wilson High School (D3)","11","GARNET VALLEY","5"
"2026-03-18","Boys Lacrosse","Yes","No","CHELTENHAM","3","HOLY GHOST PREP","17"
"2026-03-18","Boys Lacrosse","Yes","No","SPRINGFIELD TWP.(M)","14","AIM Academy","5"
"2026-03-18","Boys Lacrosse","Yes","No","UPPER MORELAND","12","PHOENIXVILLE","1"
"2026-03-18","Boys Lacrosse","Yes","No","NEW HOPE SOLEBURY","13","Archbishop Wood High School","4"
"2026-03-18","Boys Lacrosse","Yes","No","Daniel Boone High School","0","BOYERTOWN","14"
"2026-03-18","Boys Lacrosse","Yes","No","BISHOP SHANAHAN","9","William Penn Charter School ","2"
"2026-03-17","Boys Lacrosse","Yes","No","METHACTON","11","OXFORD","0"
"2026-03-17","Boys Lacrosse","Yes","No","GARNET VALLEY","10","CB SOUTH","9"
"2026-03-17","Boys Lacrosse","Yes","No","PENNSBURY","8","COUNCIL ROCK NORTH ","14"
"2026-03-17","Boys Lacrosse","Yes","No","HARRITON","16","PHOENIXVILLE","1"
"2026-03-17","Boys Lacrosse","Yes","No","UPPER DARBY","0","Archbishop Ryan High School","10"
"2026-03-17","Boys Lacrosse","Yes","No","SPRINGFIELD TWP.(M)","5","Cardinal O'Hara High School","15"
"2026-03-17","Boys Lacrosse","Yes","No","QUAKERTOWN","3","WC EAST ","16"
"2026-03-17","Boys Lacrosse","Yes","No","HAVERFORD","11","GREAT VALLEY","8"
"2026-03-17","Boys Lacrosse","Yes","No","UPPER MERION","3","COATESVILLE","16"
"2026-03-17","Boys Lacrosse","Yes","No","KENNETT","11","OWEN J. ROBERTS","7"
"2026-03-17","Boys Lacrosse","Yes","No","STRATH HAVEN ","17","NORTH PENN","9"
"2026-03-17","Boys Lacrosse","Yes","No","PENNRIDGE","6","COUNCIL ROCK SOUTH ","15"
"2026-03-17","Boys Lacrosse","Yes","No","UPPER MORELAND","9","Archbishop Carroll High School","6"
"2026-03-17","Boys Lacrosse","Yes","No","HATBORO-HORSHAM","4","Lansdale Catholic High School","1"
"2026-03-17","Boys Lacrosse","Yes","No","PENNCREST","4","SOUDERTON","7"
"2026-03-17","Boys Lacrosse","Yes","No","MARPLE NEWTOWN","10","WISSAHICKON","5"
"2026-03-17","Boys Lacrosse","Yes","No","CONESTOGA","6","Germantown Academy","5"
"2026-03-17","Boys Lacrosse","Yes","No","CB EAST ","4","DOWNINGTOWN EAST ","11"
"2026-03-17","Boys Lacrosse","Yes","No","UPPER DUBLIN","1","Saint Joseph's Preparatory School","12"
"2026-03-17","Boys Lacrosse","Yes","No","PERKIOMEN VALLEY ","5","RIDLEY","16"
"2026-03-14","Boys Lacrosse","Yes","No","WC HENDERSON","19","LOWER MERION ","2"
"2026-03-14","Boys Lacrosse","Yes","No","AVON GROVE","13","PENNSBURY","7"
"2026-03-14","Boys Lacrosse","Yes","No","MARPLE NEWTOWN","13","UPPER DUBLIN","11"
"2026-03-13","Boys Lacrosse","Yes","No","ABINGTON ","2","COUNCIL ROCK NORTH ","17"
"2026-03-13","Boys Lacrosse","Yes","No","UPPER DARBY","2","Archbishop Carroll High School","11"
"2026-03-13","Boys Lacrosse","Yes","No","PLYMOUTH WHITEMARSH","14","SPRINGFIELD TWP.(M)","1"
"2026-03-13","Boys Lacrosse","Yes","No","GREAT VALLEY","7","METHACTON","4"
"2026-03-13","Boys Lacrosse","Yes","No","COUNCIL ROCK SOUTH ","17","UNIONVILLE","7"
"2026-03-13","Boys Lacrosse","Yes","No","WISSAHICKON","17","UPPER MERION","4"
"2026-03-13","Boys Lacrosse","Yes","No","WC EAST ","17","Daniel Boone High School","1"
"2026-03-13","Boys Lacrosse","Yes","No","NEW HOPE SOLEBURY","16","PHOENIXVILLE","4"
"2026-03-13","Boys Lacrosse","Yes","No","HOLY GHOST PREP","11","Conwell-Egan Catholic HS","4"
"2026-03-13","Boys Lacrosse","Yes","No","DOWNINGTOWN WEST ","13","CB EAST ","4"
"2026-03-13","Boys Lacrosse","Yes","No","PENNRIDGE","14","Southern Lehigh High School","8"
"2026-03-13","Boys Lacrosse","Yes","No","CB WEST ","7","GARNET VALLEY","12"
"2026-03-13","Boys Lacrosse","Yes","No","WC RUSTIN","10","PERKIOMEN VALLEY ","3"
